,date,open,high,low,close,adj_close,volume,rtx_4090_popularity,rtx_4080_popularity,rtx_4070_popularity,year,quarter,month,month_name,rtx_4090_popularity_lag_1,rtx_4090_popularity_lag_3,rtx_4090_popularity_lag_7,rtx_4090_popularity_lag_14,rtx_4090_popularity_lag_30,rtx_4080_popularity_lag_1,rtx_4080_popularity_lag_3,rtx_4080_popularity_lag_7,rtx_4080_popularity_lag_14,rtx_4080_popularity_lag_30,rtx_4070_popularity_lag_1,rtx_4070_popularity_lag_3,rtx_4070_popularity_lag_7,rtx_4070_popularity_lag_14,rtx_4070_popularity_lag_30,volume_lag_1,volume_lag_3,volume_lag_7,volume_lag_14,volume_lag_30,returns,returns_3d,returns_7d,returns_14d,returns_30d,is_release_day_rtx_4090,is_release_week_rtx_4090,is_release_month_rtx_4090,is_release_day_rtx_4080,is_release_week_rtx_4080,is_release_month_rtx_4080,is_release_day_rtx_4070,is_release_week_rtx_4070,is_release_month_rtx_4070,days_since_release_rtx_4090,days_since_release_rtx_4080,days_since_release_rtx_4070,release_window_rtx_4090,release_window_rtx_4080,release_window_rtx_4070
10,2022-01-18,26.26000022888184,26.63800048828125,25.770000457763672,25.902999877929688,25.85581970214844,424270000,1.0,2.0,0.0,2022,1,1,January,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395832000.0,383413000.0,454186000.0,0.0,0.0,-0.038564184311978944,-0.038564184311978944,-0.038564184311978944,-0.038564184311978944,-0.038564184311978944,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
11,2022-01-19,26.07900047302246,26.542999267578125,25.052000045776367,25.066999435424805,25.021337509155277,488315000,1.0,2.0,0.0,2022,1,1,January,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424270000.0,540171000.0,409939000.0,0.0,0.0,-0.03227444353364761,-0.03227444353364761,-0.03227444353364761,-0.03227444353364761,-0.03227444353364761,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
12,2022-01-20,25.304000854492188,25.57900047302246,24.077999114990234,24.149999618530277,24.106006622314453,435181000,1.0,2.0,0.0,2022,1,1,January,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488315000.0,395832000.0,594681000.0,0.0,0.0,-0.03658201271238615,-0.03658201271238615,-0.03658201271238615,-0.03658201271238615,-0.03658201271238615,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
13,2022-01-21,23.506999969482425,24.822999954223636,23.26300048828125,23.374000549316406,23.331422805786133,718958000,1.0,2.0,0.0,2022,1,1,January,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435181000.0,424270000.0,404089000.0,0.0,0.0,-0.03213239872801266,-0.03213239872801266,-0.03213239872801266,-0.03213239872801266,-0.03213239872801266,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
14,2022-01-24,22.32999992370605,23.3799991607666,20.88800048828125,23.371999740600582,23.329425811767575,913982000,1.0,2.0,0.0,2022,1,1,January,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,718958000.0,488315000.0,383413000.0,391547000.0,0.0,-8.559246622807937e-05,-8.559246622807937e-05,-8.559246622807937e-05,-8.559246622807937e-05,-8.559246622807937e-05,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
15,2022-01-25,22.54599952697754,22.94300079345703,22.0,22.323999404907227,22.283334732055664,664616000,1.0,2.0,0.0,2022,1,1,January,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,913982000.0,435181000.0,540171000.0,527154000.0,0.0,-0.044839983982128406,-0.044839983982128406,-0.044839983982128406,-0.044839983982128406,-0.044839983982128406,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
16,2022-01-26,23.239999771118164,24.05699920654297,22.299999237060547,22.77199935913086,22.73052215576172,755959000,1.0,2.0,0.0,2022,1,1,January,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,664616000.0,718958000.0,395832000.0,498064000.0,0.0,0.020068245129520657,0.020068245129520657,0.020068245129520657,0.020068245129520657,0.020068245129520657,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
17,2022-01-27,23.56800079345703,23.9950008392334,21.674999237060547,21.944000244140625,21.90403175354004,573353000,1.0,2.0,0.0,2022,1,1,January,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,755959000.0,913982000.0,424270000.0,454186000.0,0.0,-0.03636037907788148,-0.03636037907788148,-0.03636037907788148,-0.03636037907788148,-0.03636037907788148,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
18,2022-01-28,22.011999130249023,22.857999801635746,21.29599952697754,22.84000015258789,22.798397064208984,543774000,1.0,2.0,0.0,2022,1,1,January,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,573353000.0,664616000.0,488315000.0,409939000.0,0.0,0.04083108172651384,0.04083108172651384,0.04083108172651384,0.04083108172651384,0.04083108172651384,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
19,2022-01-31,23.18199920654297,24.50900077819824,23.052000045776367,24.48600006103516,24.44139671325684,564680000,1.0,2.0,0.0,2022,1,1,January,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,543774000.0,755959000.0,435181000.0,594681000.0,0.0,0.07206645469067596,0.07206645469067596,0.07206645469067596,0.07206645469067596,0.07206645469067596,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
20,2022-02-01,25.10400009155273,25.145000457763672,23.88999938964844,24.63800048828125,24.59312438964844,518925000,1.0,2.0,0.0,2022,1,2,February,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,564680000.0,573353000.0,718958000.0,404089000.0,0.0,0.0062078152967954825,0.0062078152967954825,0.0062078152967954825,0.0062078152967954825,0.0062078152967954825,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
21,2022-02-02,25.79400062561035,25.816999435424805,24.55299949645996,25.242000579833984,25.196025848388672,543419000,1.0,2.0,0.0,2022,1,2,February,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,518925000.0,543774000.0,913982000.0,383413000.0,0.0,0.024515041244373093,0.024515041244373093,0.024515041244373093,0.024515041244373093,0.024515041244373093,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
22,2022-02-03,24.45800018310547,25.07699966430664,23.780000686645508,23.947999954223636,23.90437889099121,410178000,1.0,2.0,0.0,2022,1,2,February,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,543419000.0,564680000.0,664616000.0,540171000.0,0.0,-0.051263916189388414,-0.051263916189388414,-0.051263916189388414,-0.051263916189388414,-0.051263916189388414,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
23,2022-02-04,23.972000122070312,24.63500022888184,23.631999969482425,24.319000244140625,24.27470016479492,354829000,1.0,2.0,0.0,2022,1,2,February,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,410178000.0,518925000.0,755959000.0,395832000.0,0.0,0.01549177560699011,0.01549177560699011,0.01549177560699011,0.01549177560699011,0.01549177560699011,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
24,2022-02-07,24.371999740600582,25.18199920654297,24.20199966430664,24.72800064086914,24.682960510253903,376868000,1.0,2.0,0.0,2022,1,2,February,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,354829000.0,543419000.0,573353000.0,424270000.0,0.0,0.01681834760830858,0.01681834760830858,0.01681834760830858,0.01681834760830858,0.01681834760830858,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
25,2022-02-08,24.358999252319336,25.229999542236328,23.979999542236328,25.107999801635746,25.0622673034668,410359000,1.0,2.0,0.0,2022,1,2,February,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,376868000.0,410178000.0,543774000.0,488315000.0,0.0,0.01536715148311818,0.01536715148311818,0.01536715148311818,0.01536715148311818,0.01536715148311818,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
26,2022-02-09,25.621999740600582,26.725000381469727,25.35300064086914,26.70499992370605,26.65635299682617,524282000,1.0,2.0,0.0,2022,1,2,February,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,410359000.0,354829000.0,564680000.0,435181000.0,0.0,0.06360500724285467,0.06360500724285467,0.06360500724285467,0.06360500724285467,0.06360500724285467,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
27,2022-02-10,25.9950008392334,26.924999237060547,25.600000381469727,25.823999404907227,25.776960372924805,513200000,1.0,2.0,0.0,2022,1,2,February,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,524282000.0,376868000.0,518925000.0,718958000.0,0.0,-0.03298998268840714,-0.03298998268840714,-0.03298998268840714,-0.03298998268840714,-0.03298998268840714,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
28,2022-02-11,25.916000366210938,26.152000427246094,23.77300071716309,23.948999404907227,23.90537452697754,605472000,1.0,2.0,0.0,2022,1,2,February,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,513200000.0,410359000.0,543419000.0,913982000.0,0.0,-0.07260692567588811,-0.07260692567588811,-0.07260692567588811,-0.07260692567588811,-0.07260692567588811,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
29,2022-02-14,23.93400001525879,24.875,23.7549991607666,24.267000198364254,24.222795486450195,440424000,1.0,2.0,0.0,2022,1,2,February,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,605472000.0,524282000.0,410178000.0,664616000.0,0.0,0.013278225744358885,0.013278225744358885,0.013278225744358885,0.013278225744358885,0.013278225744358885,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
30,2022-02-15,24.948999404907227,26.545000076293945,24.78400039672852,26.4950008392334,26.446741104125977,699869000,1.0,2.0,0.0,2022,1,2,February,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,440424000.0,513200000.0,354829000.0,755959000.0,391547000.0,0.09181209571454363,0.09181209571454363,0.09181209571454363,0.09181209571454363,0.09181209571454363,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
31,2022-02-16,26.25900077819824,26.582000732421875,25.552000045776367,26.51099967956543,26.46271133422852,732676000,1.0,2.0,0.0,2022,1,2,February,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,699869000.0,605472000.0,376868000.0,573353000.0,527154000.0,0.0006038638197298773,0.0006038638197298773,0.0006038638197298773,0.0006038638197298773,0.0006038638197298773,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
32,2022-02-17,25.6299991607666,25.78499984741211,24.165000915527344,24.506999969482425,24.46235656738281,810595000,1.0,2.0,0.0,2022,1,2,February,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,732676000.0,440424000.0,410359000.0,543774000.0,498064000.0,-0.07559145174433912,-0.07559145174433912,-0.07559145174433912,-0.07559145174433912,-0.07559145174433912,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
33,2022-02-18,24.667999267578125,24.98600006103516,23.100000381469727,23.642000198364254,23.598934173583984,761255000,1.0,2.0,0.0,2022,1,2,February,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,810595000.0,699869000.0,524282000.0,564680000.0,454186000.0,-0.035295961426303424,-0.035295961426303424,-0.035295961426303424,-0.035295961426303424,-0.035295961426303424,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
34,2022-02-22,23.03499984741211,24.06399917602539,23.0,23.38999938964844,23.347393035888672,633422000,1.0,4.0,0.0,2022,1,2,February,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,761255000.0,732676000.0,513200000.0,518925000.0,409939000.0,-0.010659004167098418,-0.010659004167098418,-0.010659004167098418,-0.010659004167098418,-0.010659004167098418,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
35,2022-02-23,23.802000045776367,24.155000686645508,22.301000595092773,22.386999130249023,22.34621810913086,566511000,1.0,4.0,0.0,2022,1,2,February,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,633422000.0,810595000.0,605472000.0,543419000.0,594681000.0,-0.042881658145680235,-0.042881658145680235,-0.042881658145680235,-0.042881658145680235,-0.042881658145680235,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
36,2022-02-24,21.01499938964844,23.799999237060547,20.88999938964844,23.74799919128418,23.704744338989254,735801000,1.0,4.0,0.0,2022,1,2,February,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,566511000.0,761255000.0,440424000.0,410178000.0,404089000.0,0.06079445851749243,0.06079445851749243,0.06079445851749243,0.06079445851749243,0.06079445851749243,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
37,2022-02-25,23.72100067138672,24.21699905395508,23.381000518798828,24.15699958801269,24.11299514770508,528866000,1.0,4.0,0.0,2022,1,2,February,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,735801000.0,633422000.0,699869000.0,354829000.0,383413000.0,0.01722232490161657,0.01722232490161657,0.01722232490161657,0.01722232490161657,0.01722232490161657,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
38,2022-02-28,23.992000579833984,24.665000915527344,23.707000732421875,24.38500022888184,24.340585708618164,477319000,1.0,3.0,0.0,2022,1,2,February,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,528866000.0,566511000.0,732676000.0,376868000.0,540171000.0,0.009438502331168941,0.009438502331168941,0.009438502331168941,0.009438502331168941,0.009438502331168941,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
39,2022-03-01,24.291000366210938,24.37700080871582,23.131999969482425,23.476999282836918,23.434236526489254,412056000,1.0,3.0,0.0,2022,1,3,March,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,477319000.0,735801000.0,810595000.0,410359000.0,395832000.0,-0.037236128702030524,-0.037236128702030524,-0.037236128702030524,-0.037236128702030524,-0.037236128702030524,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
40,2022-03-02,23.756000518798828,24.40900039672852,23.415000915527344,24.21999931335449,24.18000030517578,389642000,1.0,3.0,0.0,2022,1,3,March,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,412056000.0,528866000.0,761255000.0,524282000.0,424270000.0,0.031823685736189544,0.031823685736189544,0.031823685736189544,0.031823685736189544,0.031823685736189544,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
41,2022-03-03,24.261999130249023,24.326000213623047,23.4689998626709,23.714000701904297,23.67483711242676,365095000,1.0,3.0,0.0,2022,1,3,March,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,389642000.0,477319000.0,633422000.0,513200000.0,488315000.0,-0.020891777765647435,-0.020891777765647435,-0.020891777765647435,-0.020891777765647435,-0.020891777765647435,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
42,2022-03-04,23.38400077819824,23.68000030517578,22.48200035095215,22.93600082397461,22.898128509521484,431415000,1.0,3.0,0.0,2022,1,3,March,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,365095000.0,412056000.0,566511000.0,605472000.0,435181000.0,-0.0328073472783299,-0.0328073472783299,-0.0328073472783299,-0.0328073472783299,-0.0328073472783299,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
43,2022-03-07,22.816999435424805,23.03300094604492,21.32999992370605,21.351999282836918,21.31673812866211,450821000,1.0,2.0,1.0,2022,1,3,March,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,431415000.0,389642000.0,735801000.0,440424000.0,718958000.0,-0.06906199256423085,-0.06906199256423085,-0.06906199256423085,-0.06906199256423085,-0.06906199256423085,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
44,2022-03-08,21.30900001525879,22.37299919128418,20.649999618530277,21.513999938964844,21.47846984863281,557467000,1.0,2.0,1.0,2022,1,3,March,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,450821000.0,365095000.0,528866000.0,699869000.0,913982000.0,0.007587076361989853,0.007587076361989853,0.007587076361989853,0.007587076361989853,0.007587076361989853,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
45,2022-03-09,22.386999130249023,23.21999931335449,22.246999740600582,23.013999938964844,22.97599220275879,492742000,1.0,2.0,1.0,2022,1,3,March,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,557467000.0,431415000.0,477319000.0,732676000.0,664616000.0,0.0697220223172137,0.0697220223172137,0.0697220223172137,0.0697220223172137,0.0697220223172137,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
46,2022-03-10,22.5310001373291,22.788000106811523,21.881999969482425,22.65800094604492,22.62058448791504,428066000,1.0,2.0,1.0,2022,1,3,March,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,492742000.0,450821000.0,412056000.0,810595000.0,755959000.0,-0.015468655791112007,-0.015468655791112007,-0.015468655791112007,-0.015468655791112007,-0.015468655791112007,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
47,2022-03-11,23.02199935913086,23.145000457763672,22.04599952697754,22.100000381469727,22.06350517272949,367209000,1.0,2.0,1.0,2022,1,3,March,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,428066000.0,557467000.0,389642000.0,761255000.0,573353000.0,-0.024627096416680483,-0.024627096416680483,-0.024627096416680483,-0.024627096416680483,-0.024627096416680483,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
48,2022-03-14,21.86899948120117,22.261999130249023,21.15900039672852,21.32999992370605,21.294776916503903,385354000,1.0,3.0,1.0,2022,1,3,March,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,367209000.0,492742000.0,365095000.0,633422000.0,543774000.0,-0.034841619688594894,-0.034841619688594894,-0.034841619688594894,-0.034841619688594894,-0.034841619688594894,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
49,2022-03-15,21.51799964904785,23.038000106811523,21.32200050354004,22.972999572753903,22.935060501098636,491996000,1.0,3.0,1.0,2022,1,3,March,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,385354000.0,428066000.0,431415000.0,566511000.0,564680000.0,0.07702750730971397,0.07702750730971397,0.07702750730971397,0.07702750730971397,0.07702750730971397,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
50,2022-03-16,23.5,24.597000122070312,23.17200088500977,24.496000289916992,24.455549240112305,671422000,1.0,3.0,1.0,2022,1,3,March,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,491996000.0,367209000.0,450821000.0,735801000.0,518925000.0,0.06629538818704384,0.06629538818704384,0.06629538818704384,0.06629538818704384,0.06629538818704384,0,0,0,0,0,0,0,0,0,0,0,0,0d-1d,0d-1d,0d-1d
